#Z=0.001000 Y=0.232000 OS=0.20 l/Hp=1.743201 [Fe/H]=-1.505247 [Alpha/Fe]= 0.30   
#age(Gyr)=11.000 140 points
#  M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    V-J    V-H    V-K    V-L    V-M     #(x=-1)    #(x=1.35)    #(x=3)
 0.6692294  3.7477 -0.4537  4.6600  6.072 -0.172  0.571  0.371  0.757  1.234  1.615  1.691  1.766  2.223  9.7742E+00  1.0944E+01  1.0442E+01
 0.6741335  3.7499 -0.4336  4.6519  6.019 -0.184  0.562  0.366  0.748  1.219  1.595  1.669  1.743  2.193  9.8338E+00  1.0824E+01  1.0203E+01
 0.6790632  3.7520 -0.4130  4.6428  5.965 -0.195  0.553  0.362  0.740  1.206  1.578  1.649  1.721  2.164  9.7990E+00  1.0603E+01  9.8762E+00
 0.6839325  3.7542 -0.3926  4.6343  5.911 -0.204  0.544  0.357  0.731  1.192  1.559  1.628  1.699  2.135  9.7959E+00  1.0422E+01  9.5933E+00
 0.6888591  3.7563 -0.3716  4.6249  5.856 -0.212  0.535  0.352  0.722  1.180  1.543  1.610  1.679  2.109  9.8331E+00  1.0288E+01  9.3582E+00
 0.6937656  3.7584 -0.3504  4.6151  5.800 -0.219  0.527  0.348  0.714  1.168  1.528  1.593  1.661  2.085  9.8346E+00  1.0119E+01  9.0971E+00
 0.6986937  3.7605 -0.3290  4.6052  5.745 -0.224  0.520  0.344  0.706  1.157  1.513  1.577  1.643  2.063  1.0422E+01  1.0542E+01  9.3643E+00
 0.7041878  3.7625 -0.3068  4.5944  5.687 -0.228  0.513  0.340  0.698  1.148  1.501  1.564  1.629  2.045  1.1086E+01  1.1013E+01  9.6601E+00
 0.7097799  3.7644 -0.2845  4.5831  5.630 -0.231  0.507  0.336  0.691  1.140  1.490  1.552  1.616  2.028  1.1184E+01  1.0907E+01  9.4434E+00
 0.7153721  3.7663 -0.2619  4.5716  5.572 -0.234  0.500  0.332  0.684  1.132  1.480  1.541  1.604  2.013  1.1120E+01  1.0647E+01  9.1002E+00
 0.7209004  3.7682 -0.2392  4.5598  5.513 -0.236  0.494  0.328  0.676  1.124  1.470  1.531  1.592  1.998  1.0953E+01  1.0299E+01  8.6921E+00
 0.7263255  3.7701 -0.2165  4.5480  5.455 -0.238  0.488  0.325  0.669  1.117  1.460  1.520  1.580  1.983  1.0830E+01  1.0005E+01  8.3392E+00
 0.7317303  3.7720 -0.1936  4.5359  5.396 -0.239  0.483  0.321  0.662  1.109  1.450  1.509  1.568  1.967  1.0778E+01  9.7846E+00  8.0567E+00
 0.7371033  3.7738 -0.1703  4.5230  5.336 -0.240  0.477  0.317  0.655  1.101  1.440  1.499  1.556  1.952  1.0721E+01  9.5670E+00  7.7830E+00
 0.7424512  3.7756 -0.1466  4.5096  5.275 -0.240  0.472  0.314  0.648  1.093  1.430  1.487  1.543  1.936  1.0633E+01  9.3292E+00  7.4997E+00
 0.7477366  3.7774 -0.1228  4.4961  5.214 -0.241  0.467  0.310  0.641  1.084  1.418  1.475  1.529  1.919  1.0613E+01  9.1565E+00  7.2748E+00
 0.7530639  3.7791 -0.0983  4.4815  5.150 -0.240  0.463  0.307  0.635  1.075  1.406  1.462  1.515  1.901  1.0601E+01  8.9955E+00  7.0640E+00
 0.7583374  3.7808 -0.0734  4.4664  5.085 -0.240  0.458  0.304  0.629  1.065  1.392  1.448  1.500  1.881  1.0355E+01  8.6449E+00  6.7114E+00
 0.7634188  3.7825 -0.0487  4.4514  5.020 -0.239  0.454  0.301  0.622  1.054  1.378  1.433  1.483  1.860  1.0130E+01  8.3246E+00  6.3914E+00
 0.7684676  3.7842 -0.0235  4.4358  4.954 -0.237  0.450  0.298  0.616  1.042  1.363  1.417  1.466  1.838  1.0118E+01  8.1861E+00  6.2169E+00
 0.7735365  3.7858  0.0025  4.4191  4.885 -0.235  0.446  0.295  0.610  1.031  1.348  1.401  1.449  1.817  9.9918E+00  7.9613E+00  5.9815E+00
 0.7784594  3.7874  0.0285  4.4023  4.817 -0.233  0.442  0.292  0.604  1.019  1.333  1.385  1.431  1.795  9.7477E+00  7.6516E+00  5.6888E+00
 0.7832842  3.7890  0.0547  4.3851  4.748 -0.230  0.438  0.289  0.597  1.007  1.317  1.368  1.413  1.772  9.6536E+00  7.4679E+00  5.4956E+00
 0.7881130  3.7904  0.0818  4.3663  4.676 -0.228  0.435  0.287  0.592  0.996  1.303  1.353  1.397  1.752  9.5861E+00  7.3098E+00  5.3252E+00
 0.7928703  3.7918  0.1093  4.3470  4.604 -0.225  0.431  0.284  0.587  0.986  1.288  1.338  1.381  1.731  9.3957E+00  7.0642E+00  5.0956E+00
 0.7975087  3.7932  0.1374  4.3271  4.531 -0.223  0.428  0.282  0.581  0.975  1.274  1.322  1.365  1.710  9.3747E+00  6.9514E+00  4.9656E+00
 0.8022450  3.7946  0.1651  4.3075  4.458 -0.220  0.424  0.279  0.576  0.964  1.260  1.308  1.349  1.690  9.5501E+00  6.9837E+00  4.9402E+00
 0.8070588  3.7961  0.1918  4.2894  4.389 -0.218  0.420  0.276  0.570  0.953  1.245  1.292  1.332  1.669  9.6474E+00  6.9567E+00  4.8729E+00
 0.8118924  3.7975  0.2193  4.2701  4.317 -0.215  0.417  0.274  0.565  0.943  1.231  1.277  1.316  1.648  9.6497E+00  6.8615E+00  4.7592E+00
 0.8167085  3.7988  0.2477  4.2495  4.243 -0.213  0.414  0.271  0.559  0.933  1.218  1.263  1.302  1.629  9.5406E+00  6.6907E+00  4.5958E+00
 0.8214330  3.8000  0.2772  4.2273  4.167 -0.210  0.410  0.269  0.555  0.924  1.206  1.250  1.288  1.611  9.4462E+00  6.5349E+00  4.4461E+00
 0.8261547  3.8008  0.3093  4.2009  4.084 -0.208  0.408  0.267  0.551  0.918  1.197  1.241  1.278  1.599  9.5043E+00  6.4868E+00  4.3717E+00
 0.8309373  3.8012  0.3447  4.1696  3.994 -0.205  0.407  0.266  0.549  0.914  1.192  1.236  1.273  1.592  9.2950E+00  6.2599E+00  4.1795E+00
 0.8354497  3.8010  0.3802  4.1356  3.905 -0.203  0.407  0.266  0.550  0.915  1.193  1.238  1.274  1.594  8.4848E+00  5.6431E+00  3.7346E+00
 0.8394221  3.8003  0.4138  4.1013  3.822 -0.201  0.408  0.267  0.552  0.920  1.199  1.244  1.281  1.603  7.2060E+00  4.7401E+00  3.1128E+00
 0.8426557  3.7990  0.4438  4.0678  3.748 -0.199  0.410  0.269  0.556  0.928  1.211  1.257  1.295  1.621  5.8427E+00  3.8084E+00  2.4850E+00
 0.8452648  3.7971  0.4700  4.0353  3.685 -0.199  0.414  0.273  0.563  0.942  1.229  1.276  1.315  1.647  4.7993E+00  3.1052E+00  2.0157E+00
 0.8474550  3.7947  0.4941  4.0027  3.629 -0.199  0.419  0.277  0.572  0.958  1.252  1.300  1.341  1.680  4.0278E+00  2.5901E+00  1.6741E+00
 0.8492926  3.7918  0.5158  3.9704  3.580 -0.201  0.425  0.282  0.582  0.980  1.280  1.330  1.374  1.721  3.3950E+00  2.1720E+00  1.3988E+00
 0.8508500  3.7886  0.5355  3.9387  3.538 -0.203  0.432  0.288  0.594  1.004  1.311  1.363  1.410  1.767  2.8270E+00  1.8008E+00  1.1563E+00
 0.8521196  3.7852  0.5525  3.9087  3.502 -0.206  0.439  0.294  0.606  1.029  1.343  1.398  1.447  1.814  2.3164E+00  1.4704E+00  9.4171E-01
 0.8531664  3.7817  0.5673  3.8805  3.472 -0.208  0.447  0.301  0.619  1.053  1.374  1.431  1.483  1.860  1.9188E+00  1.2144E+00  7.7621E-01
 0.8540384  3.7781  0.5800  3.8538  3.447 -0.209  0.455  0.307  0.633  1.074  1.403  1.461  1.516  1.902  1.6468E+00  1.0397E+00  6.6340E-01
 0.8548132  3.7745  0.5917  3.8281  3.422 -0.208  0.464  0.314  0.646  1.093  1.427  1.487  1.544  1.937  1.4843E+00  9.3511E-01  5.9575E-01
 0.8555227  3.7709  0.6024  3.8034  3.400 -0.208  0.473  0.321  0.660  1.109  1.449  1.509  1.568  1.968  1.3420E+00  8.4382E-01  5.3686E-01
 0.8561552  3.7672  0.6118  3.7795  3.381 -0.207  0.483  0.328  0.675  1.124  1.470  1.531  1.592  1.999  1.2172E+00  7.6401E-01  4.8548E-01
 0.8567399  3.7635  0.6206  3.7562  3.363 -0.204  0.494  0.335  0.689  1.140  1.492  1.554  1.617  2.031  1.1366E+00  7.1226E-01  4.5209E-01
 0.8572918  3.7597  0.6294  3.7325  3.346 -0.200  0.506  0.343  0.704  1.159  1.517  1.581  1.646  2.068  1.0799E+00  6.7570E-01  4.2842E-01
 0.8578198  3.7560  0.6382  3.7091  3.329 -0.192  0.519  0.350  0.719  1.180  1.545  1.612  1.679  2.111  1.0382E+00  6.4867E-01  4.1086E-01
 0.8583300  3.7524  0.6481  3.6851  3.310 -0.181  0.533  0.358  0.734  1.203  1.575  1.645  1.715  2.158  1.0081E+00  6.2898E-01  3.9800E-01
 0.8588279  3.7487  0.6597  3.6589  3.287 -0.166  0.548  0.366  0.749  1.227  1.608  1.682  1.755  2.210  1.0020E+00  6.2432E-01  3.9467E-01
 0.8593320  3.7452  0.6750  3.6299  3.254 -0.149  0.563  0.373  0.763  1.251  1.640  1.718  1.792  2.259  1.0270E+00  6.3901E-01  4.0356E-01
 0.8598549  3.7420  0.6944  3.5979  3.211 -0.134  0.577  0.380  0.774  1.272  1.669  1.750  1.826  2.303  1.0540E+00  6.5487E-01  4.1317E-01
 0.8603860  3.7390  0.7179  3.5627  3.157 -0.120  0.590  0.385  0.783  1.291  1.695  1.778  1.856  2.341  1.0554E+00  6.5480E-01  4.1271E-01
 0.8609103  3.7364  0.7453  3.5252  3.092 -0.108  0.602  0.389  0.790  1.308  1.717  1.802  1.882  2.373  1.0468E+00  6.4853E-01  4.0834E-01
 0.8614328  3.7342  0.7764  3.4855  3.018 -0.097  0.612  0.392  0.796  1.321  1.735  1.822  1.904  2.401  1.0212E+00  6.3178E-01  3.9740E-01
 0.8619315  3.7323  0.8097  3.4449  2.937 -0.087  0.622  0.395  0.800  1.333  1.751  1.839  1.922  2.424  9.7050E-01  5.9960E-01  3.7680E-01
 0.8624033  3.7308  0.8443  3.4045  2.853 -0.079  0.629  0.397  0.804  1.343  1.764  1.852  1.937  2.442  9.1990E-01  5.6761E-01  3.5637E-01
 0.8628514  3.7294  0.8795  3.3640  2.767 -0.071  0.636  0.399  0.807  1.351  1.776  1.865  1.950  2.459  8.6910E-01  5.3561E-01  3.3599E-01
 0.8632724  3.7281  0.9152  3.3233  2.679 -0.063  0.642  0.400  0.810  1.359  1.787  1.876  1.962  2.474  8.1800E-01  5.0354E-01  3.1562E-01
 0.8636694  3.7269  0.9511  3.2828  2.591 -0.056  0.647  0.402  0.813  1.367  1.797  1.887  1.974  2.489  7.7140E-01  4.7434E-01  2.9709E-01
 0.8640438  3.7257  0.9873  3.2420  2.503 -0.049  0.653  0.404  0.816  1.374  1.807  1.898  1.985  2.503  7.2680E-01  4.4646E-01  2.7943E-01
 0.8643962  3.7247  1.0239  3.2015  2.413 -0.043  0.657  0.405  0.819  1.381  1.816  1.907  1.994  2.515  6.9770E-01  4.2817E-01  2.6780E-01
 0.8647415  3.7237  1.0606  3.1610  2.323 -0.037  0.661  0.407  0.822  1.387  1.824  1.916  2.004  2.526  6.5150E-01  3.9945E-01  2.4968E-01
 0.8650477  3.7226  1.0970  3.1204  2.233 -0.031  0.666  0.409  0.825  1.394  1.833  1.926  2.014  2.539  6.1120E-01  3.7442E-01  2.3389E-01
 0.8653527  3.7215  1.1334  3.0797  2.145 -0.024  0.670  0.411  0.829  1.401  1.843  1.936  2.024  2.552  5.9450E-01  3.6389E-01  2.2719E-01
 0.8656422  3.7204  1.1700  3.0389  2.055 -0.018  0.675  0.413  0.832  1.407  1.852  1.946  2.034  2.564  5.7090E-01  3.4917E-01  2.1787E-01
 0.8659236  3.7193  1.2063  2.9983  1.967 -0.012  0.679  0.415  0.836  1.414  1.862  1.956  2.043  2.576  5.4120E-01  3.3075E-01  2.0627E-01
 0.8661834  3.7181  1.2424  2.9575  1.879 -0.005  0.684  0.418  0.841  1.422  1.872  1.967  2.054  2.590  5.0020E-01  3.0548E-01  1.9042E-01
 0.8664238  3.7169  1.2787  2.9166  1.792  0.001  0.688  0.420  0.846  1.429  1.883  1.978  2.065  2.603  4.6400E-01  2.8319E-01  1.7644E-01
 0.8666474  3.7156  1.3146  2.8756  1.706  0.008  0.693  0.424  0.851  1.437  1.894  1.990  2.076  2.618  4.3400E-01  2.6472E-01  1.6486E-01
 0.8668578  3.7146  1.3512  2.8351  1.617  0.013  0.696  0.426  0.856  1.444  1.903  1.999  2.085  2.629  4.0700E-01  2.4811E-01  1.5446E-01
 0.8670544  3.7134  1.3874  2.7942  1.530  0.020  0.700  0.429  0.862  1.451  1.914  2.011  2.095  2.642  3.8010E-01  2.3159E-01  1.4412E-01
 0.8672379  3.7121  1.4234  2.7531  1.444  0.027  0.705  0.433  0.868  1.460  1.925  2.023  2.106  2.656  3.5220E-01  2.1448E-01  1.3342E-01
 0.8674066  3.7107  1.4590  2.7119  1.359  0.034  0.709  0.437  0.875  1.469  1.938  2.036  2.118  2.671  3.2690E-01  1.9898E-01  1.2374E-01
 0.8675648  3.7095  1.4949  2.6713  1.274  0.041  0.714  0.440  0.881  1.476  1.948  2.047  2.129  2.684  3.0550E-01  1.8588E-01  1.1556E-01
 0.8677121  3.7081  1.5304  2.6303  1.189  0.049  0.718  0.444  0.889  1.485  1.961  2.060  2.141  2.699  2.8520E-01  1.7346E-01  1.0781E-01
 0.8678500  3.7066  1.5656  2.5892  1.106  0.057  0.724  0.448  0.896  1.495  1.974  2.074  2.153  2.715  2.6560E-01  1.6147E-01  1.0033E-01
 0.8679777  3.7052  1.6009  2.5483  1.023  0.065  0.729  0.452  0.904  1.503  1.986  2.087  2.165  2.730  2.4480E-01  1.4878E-01  9.2422E-02
 0.8680948  3.7037  1.6360  2.5073  0.940  0.073  0.735  0.456  0.911  1.513  1.998  2.100  2.178  2.745  2.2710E-01  1.3798E-01  8.5693E-02
 0.8682048  3.7021  1.6709  2.4660  0.857  0.083  0.741  0.460  0.918  1.522  2.012  2.115  2.191  2.762  2.1450E-01  1.3028E-01  8.0897E-02
 0.8683093  3.7007  1.7061  2.4253  0.773  0.092  0.747  0.464  0.925  1.530  2.023  2.126  2.203  2.776  2.6070E-01  1.5829E-01  9.8268E-02
 0.8684655  3.6981  1.7644  2.3567  0.634  0.110  0.759  0.470  0.935  1.545  2.043  2.148  2.224  2.801  2.9380E-01  1.7832E-01  1.1067E-01
 0.8686031  3.6954  1.8220  2.2883  0.496  0.130  0.772  0.476  0.945  1.560  2.063  2.169  2.245  2.826  2.8270E-01  1.7152E-01  1.0642E-01
 0.8687482  3.6928  1.8800  2.2200  0.356  0.153  0.786  0.481  0.954  1.573  2.081  2.188  2.265  2.849  2.7710E-01  1.6806E-01  1.0425E-01
 0.8688802  3.6901  1.9374  2.1519  0.218  0.178  0.802  0.487  0.962  1.586  2.100  2.207  2.286  2.872  2.9820E-01  1.8078E-01  1.1211E-01
 0.8690464  3.6874  1.9947  2.0839  0.080  0.205  0.819  0.492  0.971  1.600  2.118  2.227  2.307  2.894  3.7490E-01  2.2718E-01  1.4084E-01
 0.8692551  3.6846  2.0519  2.0156 -0.057  0.234  0.837  0.497  0.980  1.614  2.137  2.247  2.330  2.918  3.0360E-01  1.8389E-01  1.1396E-01
 0.8693500  3.6816  2.1077  1.9478 -0.189  0.267  0.857  0.504  0.989  1.630  2.158  2.270  2.355  2.945  1.6770E-01  1.0154E-01  6.2916E-02
 0.8694228  3.6785  2.1629  1.8803 -0.319  0.301  0.878  0.510  1.001  1.648  2.182  2.295  2.382  2.975  1.3840E-01  8.3784E-02  5.1905E-02
 0.8694884  3.6752  2.2176  1.8124 -0.444  0.336  0.899  0.518  1.014  1.670  2.211  2.325  2.414  3.009  1.2480E-01  7.5538E-02  4.6790E-02
 0.8695476  3.6719  2.2721  1.7447 -0.568  0.375  0.921  0.526  1.028  1.694  2.242  2.358  2.448  3.046  1.1200E-01  6.7780E-02  4.1980E-02
 0.8696004  3.6686  2.3260  1.6776 -0.689  0.416  0.944  0.534  1.043  1.720  2.275  2.392  2.484  3.085  1.0100E-01  6.1114E-02  3.7848E-02
 0.8696486  3.6652  2.3799  1.6102 -0.808  0.460  0.968  0.543  1.059  1.748  2.311  2.429  2.524  3.127  9.1500E-02  5.5358E-02  3.4280E-02
 0.8696919  3.6617  2.4333  1.5428 -0.923  0.506  0.994  0.553  1.076  1.779  2.351  2.470  2.566  3.172  8.2600E-02  4.9968E-02  3.0940E-02
 0.8697312  3.6583  2.4867  1.4758 -1.037  0.552  1.019  0.564  1.095  1.810  2.391  2.512  2.610  3.218  7.5300E-02  4.5547E-02  2.8200E-02
 0.8697672  3.6548  2.5397  1.4088 -1.148  0.599  1.046  0.576  1.115  1.844  2.434  2.556  2.656  3.268  6.9400E-02  4.1974E-02  2.5986E-02
 0.8698006  3.6512  2.5924  1.3417 -1.256  0.646  1.074  0.590  1.140  1.879  2.479  2.603  2.705  3.321  6.2100E-02  3.7556E-02  2.3249E-02
 0.8698293  3.6476  2.6447  1.2751 -1.361  0.695  1.103  0.606  1.167  1.916  2.524  2.652  2.756  3.378  5.5900E-02  3.3803E-02  2.0925E-02
 0.8698565  3.6440  2.6968  1.2086 -1.462  0.744  1.132  0.625  1.199  1.954  2.572  2.703  2.810  3.437  5.0800E-02  3.0717E-02  1.9014E-02
 0.8698801  3.6402  2.7484  1.1418 -1.559  0.797  1.164  0.646  1.235  1.996  2.624  2.760  2.869  3.503  4.6500E-02  2.8115E-02  1.7402E-02
 0.8699030  3.6365  2.7998  1.0756 -1.653  0.849  1.195  0.668  1.272  2.039  2.676  2.818  2.928  3.570  4.2200E-02  2.5514E-02  1.5792E-02
 0.8699223  3.6327  2.8506  1.0096 -1.742  0.903  1.227  0.690  1.310  2.086  2.733  2.879  2.991  3.641  3.8600E-02  2.3336E-02  1.4443E-02
 0.8699416  3.6289  2.9014  0.9436 -1.831  0.956  1.259  0.710  1.347  2.134  2.792  2.942  3.057  3.713  3.6300E-02  2.1944E-02  1.3581E-02
 0.8699586  3.6250  2.9522  0.8772 -1.918  1.011  1.291  0.728  1.382  2.186  2.855  3.009  3.126  3.788  3.2300E-02  1.9525E-02  1.2084E-02
 0.8699739  3.6212  3.0029  0.8113 -2.003  1.065  1.322  0.745  1.415  2.239  2.920  3.075  3.194  3.863  3.0700E-02  1.8557E-02  1.1484E-02
 0.8699893  3.6174  3.0537  0.7453 -2.087  1.120  1.354  0.761  1.447  2.294  2.986  3.144  3.266  3.941  2.9600E-02  1.7892E-02  1.1072E-02
 0.8700035  3.6135  3.1043  0.6791 -2.167  1.176  1.386  0.777  1.481  2.354  3.058  3.218  3.342  4.024  2.6100E-02  1.5776E-02  9.7623E-03
 0.8700154  3.6097  3.1549  0.6134 -2.245  1.231  1.418  0.794  1.516  2.415  3.132  3.294  3.420  4.109  2.3700E-02  1.4324E-02  8.8641E-03
 0.8700272  3.6058  3.2055  0.5472 -2.317  1.287  1.452  0.814  1.556  2.482  3.211  3.376  3.505  4.203  2.3600E-02  1.4264E-02  8.8262E-03
 0.8700390  3.6020  3.2560  0.4815 -2.385  1.340  1.487  0.836  1.602  2.551  3.293  3.462  3.594  4.300  3.8700E-02  2.3389E-02  1.4472E-02
 0.8700659  3.5983  3.3074  0.4153 -2.451  1.395  1.523  0.862  1.654  2.623  3.377  3.551  3.686  4.403  2.6900E-02  1.6257E-02  1.0059E-02
