#Z=0.001000 Y=0.232000 OS=0.20 l/Hp=1.743201 [Fe/H]=-1.505247 [Alpha/Fe]= 0.30   
#age(Gyr)=14.000 140 points
#  M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    V-J    V-H    V-K    V-L    V-M     #(x=-1)    #(x=1.35)    #(x=3)
 0.6143115  3.7260 -0.6254  4.7077  6.532 -0.040  0.670  0.407  0.820  1.371  1.801  1.895  1.983  2.500  9.2210E+00  1.2626E+01  1.3874E+01
 0.6189441  3.7282 -0.6065  4.7009  6.482 -0.055  0.660  0.404  0.815  1.357  1.782  1.876  1.962  2.474  9.2413E+00  1.2433E+01  1.3495E+01
 0.6235528  3.7304 -0.5877  4.6941  6.432 -0.069  0.649  0.401  0.810  1.343  1.764  1.855  1.941  2.447  9.1692E+00  1.2123E+01  1.2998E+01
 0.6281133  3.7326 -0.5687  4.6871  6.381 -0.083  0.639  0.398  0.804  1.330  1.745  1.835  1.919  2.420  9.1030E+00  1.1831E+01  1.2533E+01
 0.6326558  3.7348 -0.5498  4.6801  6.331 -0.097  0.629  0.394  0.798  1.316  1.726  1.814  1.897  2.392  9.1168E+00  1.1650E+01  1.2194E+01
 0.6372301  3.7370 -0.5305  4.6727  6.279 -0.110  0.619  0.391  0.792  1.302  1.707  1.794  1.875  2.364  9.1090E+00  1.1445E+01  1.1839E+01
 0.6417648  3.7391 -0.5109  4.6646  6.227 -0.122  0.609  0.387  0.786  1.289  1.689  1.774  1.855  2.337  9.0519E+00  1.1185E+01  1.1436E+01
 0.6462820  3.7413 -0.4914  4.6569  6.176 -0.134  0.600  0.384  0.780  1.276  1.671  1.754  1.833  2.310  9.0327E+00  1.0979E+01  1.1095E+01
 0.6507975  3.7434 -0.4716  4.6486  6.123 -0.147  0.590  0.380  0.773  1.262  1.653  1.734  1.812  2.282  9.0015E+00  1.0764E+01  1.0754E+01
 0.6552835  3.7455 -0.4517  4.6401  6.071 -0.159  0.581  0.376  0.765  1.249  1.634  1.713  1.790  2.254  9.0242E+00  1.0617E+01  1.0487E+01
 0.6598217  3.7475 -0.4313  4.6307  6.017 -0.171  0.572  0.371  0.758  1.235  1.617  1.693  1.769  2.226  9.0089E+00  1.0430E+01  1.0186E+01
 0.6642924  3.7496 -0.4109  4.6216  5.963 -0.183  0.562  0.367  0.749  1.221  1.598  1.672  1.746  2.197  8.8947E+00  1.0135E+01  9.7889E+00
 0.6687164  3.7517 -0.3905  4.6125  5.909 -0.193  0.553  0.362  0.741  1.208  1.580  1.652  1.724  2.168  8.9000E+00  9.9833E+00  9.5367E+00
 0.6731924  3.7537 -0.3695  4.6024  5.854 -0.202  0.545  0.358  0.733  1.195  1.564  1.633  1.704  2.142  8.9698E+00  9.9054E+00  9.3589E+00
 0.6776862  3.7557 -0.3483  4.5921  5.798 -0.210  0.537  0.354  0.724  1.183  1.548  1.615  1.685  2.117  8.9644E+00  9.7462E+00  9.1082E+00
 0.6821568  3.7576 -0.3267  4.5809  5.742 -0.216  0.530  0.350  0.717  1.172  1.534  1.599  1.668  2.094  8.9157E+00  9.5447E+00  8.8236E+00
 0.6866019  3.7595 -0.3048  4.5694  5.685 -0.221  0.523  0.346  0.709  1.162  1.520  1.584  1.651  2.074  8.8344E+00  9.3146E+00  8.5192E+00
 0.6909912  3.7614 -0.2828  4.5578  5.628 -0.225  0.516  0.342  0.702  1.153  1.508  1.571  1.637  2.055  8.8174E+00  9.1578E+00  8.2877E+00
 0.6954193  3.7632 -0.2602  4.5452  5.570 -0.229  0.510  0.338  0.695  1.145  1.497  1.560  1.624  2.038  8.8085E+00  9.0129E+00  8.0715E+00
 0.6997997  3.7651 -0.2374  4.5327  5.512 -0.232  0.503  0.334  0.688  1.137  1.487  1.548  1.611  2.022  9.3160E+00  9.3878E+00  8.3176E+00
 0.7047353  3.7668 -0.2140  4.5191  5.452 -0.234  0.498  0.331  0.681  1.130  1.478  1.539  1.600  2.009  9.7178E+00  9.6380E+00  8.4444E+00
 0.7095175  3.7685 -0.1907  4.5056  5.392 -0.235  0.492  0.328  0.675  1.123  1.469  1.529  1.590  1.995  9.5083E+00  9.2808E+00  8.0407E+00
 0.7142436  3.7702 -0.1671  4.4917  5.331 -0.237  0.487  0.324  0.668  1.116  1.460  1.520  1.579  1.982  9.3757E+00  9.0098E+00  7.7210E+00
 0.7188932  3.7719 -0.1434  4.4776  5.271 -0.237  0.482  0.321  0.662  1.109  1.451  1.510  1.568  1.968  9.2970E+00  8.7985E+00  7.4592E+00
 0.7235406  3.7735 -0.1191  4.4625  5.208 -0.238  0.477  0.318  0.656  1.102  1.442  1.500  1.558  1.955  9.2733E+00  8.6443E+00  7.2511E+00
 0.7281665  3.7750 -0.0942  4.4464  5.144 -0.238  0.473  0.315  0.650  1.096  1.433  1.491  1.547  1.941  9.0871E+00  8.3457E+00  6.9280E+00
 0.7326277  3.7766 -0.0692  4.4304  5.080 -0.238  0.468  0.312  0.644  1.088  1.423  1.480  1.535  1.926  8.8849E+00  8.0429E+00  6.6092E+00
 0.7370514  3.7781 -0.0437  4.4135  5.014 -0.238  0.464  0.309  0.638  1.080  1.412  1.469  1.523  1.911  8.7381E+00  7.7994E+00  6.3459E+00
 0.7413658  3.7796 -0.0181  4.3965  4.948 -0.237  0.460  0.306  0.632  1.072  1.401  1.457  1.510  1.894  8.5926E+00  7.5646E+00  6.0957E+00
 0.7456440  3.7810  0.0084  4.3781  4.879 -0.236  0.456  0.303  0.627  1.063  1.390  1.445  1.497  1.878  8.4328E+00  7.3247E+00  5.8469E+00
 0.7497986  3.7824  0.0351  4.3594  4.810 -0.234  0.453  0.301  0.622  1.054  1.378  1.433  1.483  1.860  8.3399E+00  7.1491E+00  5.6542E+00
 0.7539839  3.7837  0.0629  4.3392  4.737 -0.233  0.449  0.299  0.617  1.045  1.366  1.420  1.470  1.844  8.2073E+00  6.9451E+00  5.4431E+00
 0.7580059  3.7849  0.0906  4.3186  4.666 -0.231  0.446  0.296  0.612  1.036  1.355  1.408  1.457  1.827  8.0434E+00  6.7210E+00  5.2210E+00
 0.7620273  3.7860  0.1197  4.2962  4.590 -0.229  0.443  0.294  0.608  1.028  1.344  1.397  1.445  1.812  8.0443E+00  6.6386E+00  5.1122E+00
 0.7660502  3.7870  0.1496  4.2726  4.513 -0.226  0.441  0.292  0.604  1.021  1.334  1.387  1.434  1.798  8.1164E+00  6.6154E+00  5.0501E+00
 0.7701437  3.7877  0.1816  4.2457  4.431 -0.224  0.439  0.291  0.601  1.015  1.327  1.379  1.426  1.787  8.0692E+00  6.4960E+00  4.9160E+00
 0.7741194  3.7881  0.2159  4.2152  4.344 -0.222  0.437  0.290  0.599  1.012  1.322  1.374  1.421  1.781  7.7736E+00  6.1831E+00  4.6397E+00
 0.7779173  3.7879  0.2515  4.1810  4.254 -0.220  0.437  0.290  0.599  1.013  1.324  1.376  1.422  1.783  7.0459E+00  5.5417E+00  4.1258E+00
 0.7811653  3.7872  0.2841  4.1474  4.174 -0.218  0.438  0.292  0.602  1.017  1.330  1.382  1.430  1.792  6.1342E+00  4.7770E+00  3.5317E+00
 0.7840515  3.7862  0.3149  4.1142  4.098 -0.218  0.440  0.293  0.605  1.024  1.338  1.392  1.440  1.805  5.2601E+00  4.0614E+00  2.9847E+00
 0.7864254  3.7846  0.3429  4.0811  4.031 -0.217  0.443  0.296  0.610  1.035  1.353  1.407  1.457  1.826  4.4143E+00  3.3837E+00  2.4741E+00
 0.7884658  3.7827  0.3689  4.0486  3.969 -0.217  0.447  0.299  0.617  1.048  1.369  1.425  1.476  1.851  3.7924E+00  2.8893E+00  2.1035E+00
 0.7902178  3.7803  0.3932  4.0157  3.913 -0.217  0.452  0.304  0.626  1.063  1.389  1.446  1.499  1.880  3.2436E+00  2.4582E+00  1.7831E+00
 0.7917094  3.7774  0.4157  3.9824  3.861 -0.216  0.459  0.309  0.637  1.080  1.410  1.469  1.524  1.912  2.7251E+00  2.0562E+00  1.4868E+00
 0.7929429  3.7743  0.4357  3.9507  3.815 -0.215  0.467  0.315  0.648  1.095  1.431  1.490  1.547  1.941  2.2772E+00  1.7118E+00  1.2346E+00
 0.7939866  3.7712  0.4537  3.9208  3.773 -0.214  0.475  0.321  0.660  1.108  1.449  1.509  1.568  1.968  1.9408E+00  1.4544E+00  1.0467E+00
 0.7948837  3.7679  0.4699  3.8919  3.736 -0.212  0.483  0.327  0.673  1.122  1.467  1.528  1.589  1.994  1.6351E+00  1.2221E+00  8.7783E-01
 0.7956217  3.7645  0.4840  3.8646  3.705 -0.210  0.493  0.333  0.686  1.136  1.487  1.549  1.611  2.023  1.4094E+00  1.0510E+00  7.5377E-01
 0.7962931  3.7610  0.4973  3.8377  3.676 -0.206  0.503  0.340  0.699  1.153  1.509  1.572  1.636  2.055  1.2804E+00  9.5293E-01  6.8247E-01
 0.7969021  3.7576  0.5100  3.8117  3.649 -0.200  0.515  0.347  0.713  1.171  1.533  1.599  1.665  2.092  1.1427E+00  8.4893E-01  6.0722E-01
 0.7974358  3.7541  0.5221  3.7859  3.623 -0.190  0.528  0.354  0.727  1.192  1.562  1.630  1.698  2.136  1.0499E+00  7.7873E-01  5.5638E-01
 0.7979520  3.7507  0.5355  3.7592  3.595 -0.178  0.541  0.362  0.741  1.214  1.591  1.663  1.734  2.182  1.0008E+00  7.4119E-01  5.2899E-01
 0.7984366  3.7473  0.5501  3.7313  3.564 -0.162  0.555  0.369  0.755  1.237  1.622  1.697  1.770  2.230  9.5590E-01  7.0692E-01  5.0402E-01
 0.7989079  3.7441  0.5671  3.7017  3.527 -0.146  0.569  0.376  0.767  1.258  1.650  1.729  1.805  2.275  9.3100E-01  6.8755E-01  4.8974E-01
 0.7993676  3.7410  0.5876  3.6691  3.480 -0.131  0.582  0.382  0.778  1.279  1.678  1.760  1.837  2.316  9.0240E-01  6.6553E-01  4.7360E-01
 0.7998103  3.7381  0.6107  3.6346  3.427 -0.118  0.595  0.386  0.786  1.297  1.703  1.786  1.865  2.353  9.3460E-01  6.8835E-01  4.8938E-01
 0.8003022  3.7357  0.6380  3.5980  3.362 -0.106  0.606  0.390  0.792  1.312  1.723  1.808  1.889  2.383  1.0007E+00  7.3599E-01  5.2272E-01
 0.8008110  3.7336  0.6680  3.5599  3.290 -0.096  0.616  0.393  0.798  1.325  1.741  1.827  1.910  2.408  1.0005E+00  7.3476E-01  5.2131E-01
 0.8013027  3.7318  0.7001  3.5208  3.212 -0.086  0.625  0.395  0.802  1.336  1.756  1.844  1.927  2.430  9.5450E-01  6.9997E-01  4.9613E-01
 0.8017655  3.7302  0.7333  3.4815  3.131 -0.077  0.633  0.398  0.805  1.346  1.769  1.858  1.943  2.449  9.0260E-01  6.6101E-01  4.6807E-01
 0.8022053  3.7289  0.7673  3.4425  3.048 -0.070  0.639  0.399  0.808  1.354  1.780  1.869  1.955  2.465  8.5950E-01  6.2864E-01  4.4474E-01
 0.8026250  3.7277  0.8020  3.4032  2.963 -0.063  0.645  0.401  0.811  1.362  1.790  1.880  1.967  2.479  8.1480E-01  5.9521E-01  4.2073E-01
 0.8030201  3.7266  0.8371  3.3639  2.877 -0.057  0.650  0.403  0.814  1.369  1.799  1.890  1.977  2.492  7.6840E-01  5.6067E-01  3.9599E-01
 0.8033934  3.7256  0.8724  3.3249  2.790 -0.051  0.655  0.404  0.817  1.375  1.808  1.899  1.986  2.504  7.2220E-01  5.2638E-01  3.7149E-01
 0.8037423  3.7246  0.9077  3.2857  2.704 -0.045  0.659  0.406  0.819  1.381  1.816  1.908  1.996  2.516  6.7670E-01  4.9272E-01  3.4748E-01
 0.8040701  3.7236  0.9430  3.2466  2.617 -0.039  0.663  0.407  0.822  1.387  1.825  1.917  2.005  2.527  6.3620E-01  4.6278E-01  3.2615E-01
 0.8043785  3.7226  0.9784  3.2074  2.530 -0.033  0.667  0.409  0.825  1.394  1.833  1.926  2.014  2.539  6.1640E-01  4.4797E-01  3.1551E-01
 0.8046865  3.7217  1.0140  3.1684  2.443 -0.028  0.670  0.410  0.828  1.399  1.841  1.934  2.022  2.549  5.7980E-01  4.2100E-01  2.9634E-01
 0.8049583  3.7208  1.0495  3.1294  2.356 -0.022  0.674  0.412  0.831  1.405  1.849  1.942  2.030  2.560  5.3650E-01  3.8924E-01  2.7383E-01
 0.8052230  3.7198  1.0850  3.0900  2.269 -0.017  0.678  0.414  0.834  1.411  1.857  1.951  2.039  2.571  5.2230E-01  3.7865E-01  2.6623E-01
 0.8054806  3.7189  1.1206  3.0510  2.182 -0.012  0.681  0.416  0.837  1.417  1.865  1.959  2.047  2.581  4.9740E-01  3.6033E-01  2.5321E-01
 0.8057204  3.7179  1.1562  3.0115  2.096 -0.006  0.685  0.418  0.841  1.423  1.874  1.969  2.056  2.592  4.7350E-01  3.4277E-01  2.4076E-01
 0.8059541  3.7168  1.1912  2.9722  2.011  0.000  0.689  0.421  0.846  1.430  1.883  1.979  2.066  2.604  4.4230E-01  3.1997E-01  2.2464E-01
 0.8061627  3.7156  1.2262  2.9325  1.927  0.006  0.693  0.423  0.851  1.437  1.894  1.990  2.076  2.618  4.0400E-01  2.9209E-01  2.0497E-01
 0.8063581  3.7145  1.2611  2.8934  1.843  0.012  0.697  0.426  0.856  1.444  1.904  2.000  2.086  2.630  3.8040E-01  2.7487E-01  1.9281E-01
 0.8065431  3.7132  1.2959  2.8535  1.760  0.019  0.701  0.430  0.862  1.452  1.915  2.013  2.097  2.644  3.5480E-01  2.5623E-01  1.7967E-01
 0.8067129  3.7121  1.3310  2.8140  1.675  0.024  0.705  0.433  0.868  1.459  1.925  2.023  2.107  2.656  3.2970E-01  2.3799E-01  1.6682E-01
 0.8068728  3.7109  1.3658  2.7745  1.592  0.031  0.709  0.436  0.874  1.467  1.936  2.034  2.117  2.669  3.1090E-01  2.2431E-01  1.5718E-01
 0.8070238  3.7097  1.4006  2.7350  1.509  0.037  0.713  0.439  0.880  1.475  1.946  2.045  2.127  2.682  2.9040E-01  2.0943E-01  1.4671E-01
 0.8071632  3.7086  1.4357  2.6956  1.425  0.044  0.717  0.442  0.886  1.482  1.956  2.056  2.136  2.694  2.6840E-01  1.9348E-01  1.3550E-01
 0.8072922  3.7074  1.4705  2.6561  1.342  0.050  0.721  0.446  0.892  1.489  1.967  2.067  2.147  2.707  2.5110E-01  1.8094E-01  1.2668E-01
 0.8074143  3.7061  1.5052  2.6162  1.259  0.058  0.725  0.449  0.899  1.497  1.978  2.079  2.158  2.720  2.3430E-01  1.6878E-01  1.1814E-01
 0.8075265  3.7048  1.5395  2.5768  1.178  0.065  0.730  0.453  0.905  1.506  1.989  2.091  2.169  2.734  2.1610E-01  1.5562E-01  1.0890E-01
 0.8076304  3.7034  1.5736  2.5371  1.097  0.073  0.735  0.457  0.912  1.514  2.001  2.103  2.180  2.748  2.0160E-01  1.4513E-01  1.0154E-01
 0.8077281  3.7019  1.6073  2.4975  1.017  0.082  0.741  0.461  0.919  1.523  2.013  2.116  2.193  2.764  1.8860E-01  1.3573E-01  9.4946E-02
 0.8078190  3.7004  1.6409  2.4579  0.937  0.092  0.748  0.465  0.926  1.532  2.025  2.129  2.205  2.779  1.7640E-01  1.2692E-01  8.8764E-02
 0.8079045  3.6989  1.6747  2.4182  0.857  0.102  0.754  0.468  0.932  1.540  2.037  2.141  2.217  2.793  1.6460E-01  1.1840E-01  8.2792E-02
 0.8079836  3.6974  1.7084  2.3785  0.776  0.113  0.762  0.471  0.937  1.549  2.049  2.154  2.230  2.808  1.5330E-01  1.1025E-01  7.7078E-02
 0.8080578  3.6959  1.7421  2.3389  0.695  0.124  0.769  0.475  0.943  1.557  2.059  2.165  2.241  2.821  1.4380E-01  1.0339E-01  7.2274E-02
 0.8081274  3.6944  1.7756  2.2994  0.614  0.136  0.777  0.478  0.948  1.564  2.070  2.176  2.253  2.835  1.7460E-01  1.2551E-01  8.7720E-02
 0.8082324  3.6918  1.8314  2.2333  0.480  0.159  0.791  0.483  0.956  1.577  2.088  2.195  2.273  2.857  2.2700E-01  1.6313E-01  1.1399E-01
 0.8083544  3.6892  1.8869  2.1674  0.346  0.184  0.807  0.488  0.964  1.590  2.105  2.214  2.293  2.879  3.1800E-01  2.2843E-01  1.5958E-01
 0.8085504  3.6870  1.9433  2.1023  0.210  0.207  0.821  0.492  0.971  1.601  2.120  2.230  2.310  2.898  3.0620E-01  2.1986E-01  1.5354E-01
 0.8086606  3.6843  1.9986  2.0363  0.077  0.235  0.838  0.498  0.980  1.615  2.139  2.249  2.332  2.921  1.8870E-01  1.3544E-01  9.4562E-02
 0.8087391  3.6815  2.0531  1.9706 -0.052  0.266  0.857  0.504  0.989  1.631  2.159  2.271  2.355  2.946  1.4840E-01  1.0649E-01  7.4336E-02
 0.8088090  3.6786  2.1070  1.9052 -0.179  0.297  0.876  0.510  1.000  1.647  2.181  2.294  2.381  2.973  1.2710E-01  9.1186E-02  6.3645E-02
 0.8088662  3.6755  2.1603  1.8395 -0.302  0.331  0.896  0.517  1.012  1.668  2.208  2.322  2.411  3.006  1.0740E-01  7.7040E-02  5.3764E-02
 0.8089164  3.6723  2.2129  1.7741 -0.422  0.368  0.917  0.525  1.026  1.690  2.237  2.353  2.443  3.041  9.6100E-02  6.8924E-02  4.8095E-02
 0.8089623  3.6691  2.2655  1.7088 -0.540  0.407  0.939  0.533  1.040  1.715  2.269  2.386  2.478  3.079  8.6700E-02  6.2174E-02  4.3381E-02
 0.8090031  3.6659  2.3177  1.6438 -0.656  0.448  0.962  0.541  1.055  1.741  2.303  2.421  2.515  3.118  7.7400E-02  5.5498E-02  3.8720E-02
 0.8090397  3.6626  2.3696  1.5787 -0.769  0.492  0.986  0.550  1.071  1.770  2.340  2.459  2.555  3.160  7.0100E-02  5.0258E-02  3.5062E-02
 0.8090732  3.6593  2.4214  1.5137 -0.880  0.536  1.010  0.560  1.088  1.800  2.379  2.499  2.596  3.205  6.5000E-02  4.6597E-02  3.2505E-02
 0.8091047  3.6560  2.4731  1.4488 -0.989  0.580  1.035  0.571  1.107  1.831  2.419  2.540  2.640  3.251  5.9000E-02  4.2292E-02  2.9500E-02
 0.8091322  3.6526  2.5242  1.3841 -1.095  0.625  1.061  0.584  1.129  1.864  2.461  2.584  2.685  3.300  5.3400E-02  3.8275E-02  2.6697E-02
 0.8091581  3.6491  2.5749  1.3195 -1.198  0.671  1.089  0.599  1.155  1.899  2.504  2.631  2.734  3.354  4.8600E-02  3.4832E-02  2.4294E-02
 0.8091808  3.6456  2.6251  1.2553 -1.297  0.718  1.117  0.616  1.184  1.936  2.550  2.680  2.785  3.410  4.4700E-02  3.2035E-02  2.2342E-02
 0.8092028  3.6420  2.6751  1.1909 -1.392  0.768  1.147  0.635  1.217  1.975  2.598  2.732  2.840  3.471  3.9900E-02  2.8593E-02  1.9941E-02
 0.8092207  3.6384  2.7246  1.1270 -1.483  0.818  1.176  0.656  1.252  2.016  2.648  2.787  2.896  3.535  3.5700E-02  2.5582E-02  1.7840E-02
 0.8092385  3.6347  2.7740  1.0628 -1.572  0.870  1.207  0.678  1.289  2.060  2.702  2.846  2.957  3.603  3.4300E-02  2.4577E-02  1.7139E-02
 0.8092550  3.6311  2.8234  0.9990 -1.659  0.921  1.237  0.698  1.325  2.104  2.756  2.905  3.018  3.671  3.0500E-02  2.1853E-02  1.5239E-02
 0.8092690  3.6274  2.8727  0.9349 -1.745  0.973  1.269  0.716  1.360  2.152  2.815  2.967  3.082  3.741  2.7900E-02  1.9990E-02  1.3939E-02
 0.8092829  3.6238  2.9220  0.8712 -1.830  1.024  1.298  0.733  1.391  2.201  2.874  3.028  3.146  3.811  2.7900E-02  1.9989E-02  1.3938E-02
 0.8092969  3.6201  2.9713  0.8071 -1.913  1.076  1.329  0.749  1.423  2.253  2.937  3.094  3.214  3.885  2.5000E-02  1.7910E-02  1.2488E-02
 0.8093079  3.6164  3.0204  0.7432 -1.994  1.129  1.359  0.764  1.454  2.308  3.003  3.161  3.284  3.961  2.1200E-02  1.5188E-02  1.0589E-02
 0.8093181  3.6127  3.0695  0.6793 -2.071  1.183  1.390  0.780  1.487  2.365  3.072  3.232  3.357  4.041  2.0300E-02  1.4542E-02  1.0139E-02
 0.8093282  3.6090  3.1185  0.6155 -2.146  1.236  1.421  0.797  1.522  2.425  3.144  3.307  3.434  4.125  2.0300E-02  1.4542E-02  1.0139E-02
 0.8093384  3.6053  3.1676  0.5517 -2.216  1.289  1.454  0.815  1.560  2.489  3.220  3.385  3.515  4.214  2.0400E-02  1.4613E-02  1.0188E-02
 0.8093486  3.6016  3.2166  0.4879 -2.282  1.341  1.488  0.837  1.605  2.557  3.300  3.470  3.602  4.310  3.2100E-02  2.2993E-02  1.6031E-02
 0.8093705  3.5979  3.2656  0.4241 -2.341  1.395  1.524  0.864  1.657  2.629  3.385  3.559  3.694  4.413  4.5700E-02  3.2733E-02  2.2820E-02
 0.8093943  3.5942  3.3145  0.3604 -2.395  1.451  1.561  0.894  1.716  2.705  3.473  3.654  3.792  4.523  2.3800E-02  1.7046E-02  1.1883E-02
