#Z=0.001000 Y=0.232000 OS=0.20 l/Hp=1.743201 [Fe/H]=-1.505247 [Alpha/Fe]= 0.30   
#age(Gyr)=13.000 140 points
#  M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    V-J    V-H    V-K    V-L    V-M     #(x=-1)    #(x=1.35)    #(x=3)
 0.6419762  3.7378 -0.5284  4.6770  6.273 -0.114  0.615  0.390  0.790  1.297  1.700  1.786  1.868  2.354  9.3470E+00  1.1540E+01  1.1792E+01
 0.6466722  3.7399 -0.5088  4.6690  6.221 -0.126  0.606  0.386  0.784  1.284  1.682  1.767  1.847  2.327  9.3949E+00  1.1403E+01  1.1512E+01
 0.6513711  3.7421 -0.4890  4.6612  6.169 -0.139  0.596  0.382  0.777  1.271  1.664  1.746  1.825  2.300  9.2650E+00  1.1057E+01  1.1031E+01
 0.6559372  3.7443 -0.4695  4.6535  6.117 -0.152  0.586  0.378  0.770  1.256  1.645  1.725  1.803  2.270  9.2016E+00  1.0800E+01  1.0651E+01
 0.6605727  3.7464 -0.4494  4.6448  6.064 -0.164  0.577  0.374  0.762  1.243  1.626  1.704  1.780  2.241  9.2405E+00  1.0669E+01  1.0400E+01
 0.6651777  3.7485 -0.4292  4.6361  6.010 -0.177  0.567  0.369  0.754  1.229  1.608  1.683  1.758  2.212  9.2548E+00  1.0512E+01  1.0130E+01
 0.6698275  3.7506 -0.4087  4.6270  5.956 -0.188  0.558  0.365  0.745  1.215  1.590  1.662  1.736  2.183  9.2577E+00  1.0345E+01  9.8557E+00
 0.6744354  3.7526 -0.3880  4.6173  5.902 -0.197  0.550  0.360  0.737  1.202  1.573  1.643  1.715  2.156  9.0824E+00  9.9877E+00  9.4088E+00
 0.6789099  3.7547 -0.3677  4.6082  5.848 -0.206  0.541  0.356  0.729  1.189  1.556  1.624  1.694  2.129  9.0916E+00  9.8413E+00  9.1687E+00
 0.6835270  3.7567 -0.3464  4.5979  5.792 -0.213  0.533  0.351  0.720  1.177  1.540  1.607  1.676  2.105  9.1741E+00  9.7754E+00  9.0072E+00
 0.6880840  3.7587 -0.3251  4.5875  5.737 -0.219  0.526  0.347  0.712  1.166  1.526  1.591  1.658  2.082  9.1091E+00  9.5553E+00  8.7081E+00
 0.6926361  3.7607 -0.3035  4.5767  5.681 -0.224  0.519  0.343  0.705  1.156  1.512  1.576  1.642  2.061  9.1548E+00  9.4551E+00  8.5233E+00
 0.6972388  3.7626 -0.2813  4.5650  5.623 -0.228  0.512  0.339  0.698  1.147  1.501  1.563  1.628  2.044  9.3003E+00  9.4567E+00  8.4318E+00
 0.7019364  3.7645 -0.2592  4.5534  5.567 -0.231  0.506  0.336  0.690  1.139  1.490  1.552  1.615  2.027  9.8376E+00  9.8436E+00  8.6783E+00
 0.7070764  3.7663 -0.2362  4.5408  5.508 -0.233  0.500  0.332  0.683  1.132  1.480  1.541  1.604  2.013  1.0237E+01  1.0073E+01  8.7767E+00
 0.7121731  3.7680 -0.2131  4.5276  5.448 -0.235  0.494  0.329  0.677  1.125  1.471  1.532  1.593  1.999  1.0192E+01  9.8605E+00  8.4903E+00
 0.7172682  3.7697 -0.1895  4.5139  5.388 -0.237  0.489  0.325  0.670  1.118  1.463  1.522  1.582  1.986  1.0011E+01  9.5262E+00  8.1073E+00
 0.7221842  3.7715 -0.1661  4.5007  5.328 -0.238  0.483  0.322  0.664  1.111  1.453  1.512  1.571  1.971  9.7994E+00  9.1752E+00  7.7203E+00
 0.7270676  3.7732 -0.1422  4.4865  5.267 -0.239  0.478  0.318  0.657  1.104  1.444  1.502  1.560  1.957  9.6964E+00  8.9363E+00  7.4364E+00
 0.7318806  3.7749 -0.1181  4.4721  5.205 -0.239  0.474  0.315  0.651  1.096  1.434  1.492  1.548  1.942  9.5656E+00  8.6801E+00  7.1449E+00
 0.7366332  3.7765 -0.0937  4.4569  5.142 -0.239  0.469  0.312  0.645  1.089  1.424  1.481  1.536  1.927  9.4856E+00  8.4773E+00  6.9037E+00
 0.7413662  3.7781 -0.0686  4.4410  5.077 -0.239  0.465  0.309  0.638  1.080  1.413  1.469  1.523  1.911  9.3859E+00  8.2632E+00  6.6589E+00
 0.7460191  3.7796 -0.0433  4.4244  5.011 -0.238  0.460  0.306  0.633  1.072  1.401  1.457  1.510  1.894  9.1812E+00  7.9653E+00  6.3530E+00
 0.7505474  3.7812 -0.0180  4.4081  4.945 -0.237  0.456  0.303  0.627  1.062  1.388  1.444  1.495  1.876  9.0105E+00  7.7064E+00  6.0851E+00
 0.7550296  3.7827  0.0082  4.3905  4.877 -0.236  0.452  0.300  0.621  1.052  1.376  1.430  1.481  1.857  8.8500E+00  7.4643E+00  5.8366E+00
 0.7593974  3.7841  0.0346  4.3722  4.808 -0.234  0.449  0.298  0.615  1.043  1.363  1.417  1.466  1.839  8.7722E+00  7.2982E+00  5.6522E+00
 0.7638018  3.7854  0.0620  4.3525  4.737 -0.232  0.446  0.296  0.610  1.033  1.351  1.404  1.452  1.821  8.7131E+00  7.1519E+00  5.4867E+00
 0.7681105  3.7867  0.0899  4.3322  4.664 -0.230  0.442  0.293  0.605  1.024  1.338  1.391  1.438  1.803  8.5062E+00  6.8905E+00  5.2373E+00
 0.7723080  3.7879  0.1182  4.3111  4.590 -0.227  0.439  0.291  0.601  1.014  1.326  1.378  1.425  1.786  8.3290E+00  6.6608E+00  5.0173E+00
 0.7764395  3.7891  0.1469  4.2895  4.515 -0.225  0.436  0.289  0.596  1.005  1.314  1.365  1.411  1.769  8.2956E+00  6.5510E+00  4.8911E+00
 0.7806036  3.7901  0.1769  4.2659  4.438 -0.222  0.434  0.287  0.592  0.997  1.304  1.354  1.399  1.754  8.4379E+00  6.5797E+00  4.8692E+00
 0.7848774  3.7908  0.2092  4.2387  4.355 -0.220  0.432  0.286  0.589  0.992  1.296  1.346  1.390  1.743  8.4779E+00  6.5275E+00  4.7877E+00
 0.7890815  3.7911  0.2444  4.2070  4.266 -0.217  0.430  0.285  0.588  0.989  1.292  1.342  1.386  1.738  8.1304E+00  6.1828E+00  4.4955E+00
 0.7930078  3.7909  0.2802  4.1726  4.176 -0.216  0.430  0.285  0.588  0.990  1.294  1.344  1.388  1.740  7.2986E+00  5.4870E+00  3.9576E+00
 0.7963801  3.7902  0.3129  4.1389  4.095 -0.214  0.431  0.286  0.590  0.995  1.300  1.350  1.395  1.749  6.3177E+00  4.7020E+00  3.3675E+00
 0.7993255  3.7891  0.3435  4.1055  4.020 -0.213  0.433  0.288  0.594  1.003  1.310  1.361  1.407  1.764  5.7874E+00  4.2691E+00  3.0384E+00
 0.8021675  3.7878  0.3726  4.0728  3.950 -0.213  0.436  0.290  0.598  1.012  1.322  1.374  1.421  1.782  5.3027E+00  3.8799E+00  2.7456E+00
 0.8046282  3.7860  0.3990  4.0405  3.887 -0.213  0.439  0.293  0.605  1.025  1.339  1.392  1.441  1.806  4.5492E+00  3.3046E+00  2.3268E+00
 0.8067167  3.7838  0.4234  4.0084  3.830 -0.214  0.444  0.297  0.613  1.040  1.358  1.413  1.464  1.835  3.8485E+00  2.7786E+00  1.9480E+00
 0.8084767  3.7810  0.4456  3.9760  3.780 -0.214  0.450  0.302  0.623  1.058  1.382  1.439  1.491  1.870  3.2812E+00  2.3567E+00  1.6462E+00
 0.8099979  3.7780  0.4663  3.9441  3.733 -0.214  0.457  0.308  0.634  1.076  1.405  1.464  1.518  1.904  2.7733E+00  1.9832E+00  1.3810E+00
 0.8112500  3.7748  0.4844  3.9139  3.692 -0.213  0.465  0.314  0.646  1.092  1.427  1.486  1.543  1.936  2.2854E+00  1.6283E+00  1.1310E+00
 0.8122833  3.7715  0.5000  3.8856  3.657 -0.212  0.473  0.320  0.659  1.107  1.447  1.507  1.565  1.964  1.8964E+00  1.3471E+00  9.3365E-01
 0.8131464  3.7680  0.5137  3.8584  3.626 -0.211  0.482  0.327  0.672  1.121  1.466  1.527  1.588  1.993  1.6560E+00  1.1733E+00  8.1174E-01
 0.8139393  3.7645  0.5267  3.8318  3.598 -0.208  0.492  0.333  0.685  1.136  1.486  1.548  1.611  2.023  1.4987E+00  1.0594E+00  7.3179E-01
 0.8146451  3.7610  0.5387  3.8062  3.572 -0.205  0.503  0.340  0.699  1.153  1.508  1.572  1.636  2.055  1.3290E+00  9.3755E-01  6.4668E-01
 0.8152683  3.7575  0.5499  3.7813  3.549 -0.198  0.515  0.347  0.713  1.171  1.534  1.599  1.666  2.093  1.2110E+00  8.5274E-01  5.8743E-01
 0.8158561  3.7540  0.5616  3.7559  3.524 -0.189  0.528  0.355  0.727  1.193  1.562  1.630  1.699  2.137  1.1516E+00  8.0954E-01  5.5700E-01
 0.8164199  3.7505  0.5746  3.7292  3.497 -0.176  0.542  0.362  0.742  1.215  1.593  1.664  1.736  2.185  1.1000E+00  7.7201E-01  5.3057E-01
 0.8169561  3.7471  0.5891  3.7014  3.467 -0.160  0.556  0.370  0.756  1.238  1.623  1.699  1.772  2.233  1.0809E+00  7.5742E-01  5.1997E-01
 0.8175008  3.7438  0.6067  3.6709  3.428 -0.144  0.570  0.376  0.768  1.260  1.653  1.732  1.808  2.279  1.0494E+00  7.3422E-01  5.0350E-01
 0.8180055  3.7407  0.6268  3.6387  3.383 -0.129  0.583  0.382  0.778  1.281  1.680  1.762  1.840  2.320  1.0365E+00  7.2411E-01  4.9605E-01
 0.8185373  3.7380  0.6518  3.6032  3.324 -0.117  0.595  0.387  0.786  1.298  1.703  1.787  1.866  2.354  1.0469E+00  7.3028E-01  4.9975E-01
 0.8190524  3.7355  0.6793  3.5659  3.259 -0.105  0.607  0.390  0.793  1.313  1.725  1.810  1.891  2.385  1.0186E+00  7.0949E-01  4.8502E-01
 0.8195559  3.7334  0.7098  3.5273  3.186 -0.094  0.617  0.393  0.798  1.326  1.742  1.829  1.912  2.411  9.9090E-01  6.8920E-01  4.7067E-01
 0.8200433  3.7316  0.7423  3.4879  3.107 -0.084  0.626  0.396  0.802  1.338  1.757  1.845  1.929  2.433  9.4730E-01  6.5796E-01  4.4890E-01
 0.8205032  3.7301  0.7759  3.4485  3.025 -0.076  0.633  0.398  0.806  1.347  1.770  1.859  1.944  2.451  8.9800E-01  6.2289E-01  4.2458E-01
 0.8209413  3.7288  0.8106  3.4088  2.940 -0.069  0.640  0.399  0.809  1.355  1.781  1.870  1.956  2.466  8.4910E-01  5.8824E-01  4.0061E-01
 0.8213523  3.7276  0.8455  3.3694  2.854 -0.062  0.645  0.401  0.812  1.362  1.791  1.881  1.967  2.480  8.0120E-01  5.5440E-01  3.7725E-01
 0.8217425  3.7265  0.8809  3.3298  2.767 -0.055  0.650  0.403  0.814  1.369  1.800  1.891  1.978  2.493  7.5600E-01  5.2254E-01  3.5529E-01
 0.8221083  3.7255  0.9164  3.2905  2.680 -0.049  0.655  0.404  0.817  1.376  1.809  1.900  1.987  2.505  7.0860E-01  4.8926E-01  3.3242E-01
 0.8224511  3.7244  0.9518  3.2508  2.594 -0.043  0.659  0.406  0.820  1.382  1.818  1.910  1.997  2.518  6.6620E-01  4.5954E-01  3.1201E-01
 0.8227745  3.7234  0.9875  3.2113  2.506 -0.037  0.663  0.408  0.823  1.389  1.827  1.919  2.007  2.530  6.4980E-01  4.4780E-01  3.0384E-01
 0.8231009  3.7225  1.0234  3.1720  2.418 -0.032  0.667  0.409  0.825  1.394  1.834  1.927  2.015  2.540  6.0660E-01  4.1766E-01  2.8321E-01
 0.8233811  3.7215  1.0591  3.1324  2.330 -0.026  0.671  0.411  0.828  1.401  1.843  1.936  2.024  2.552  5.5540E-01  3.8209E-01  2.5894E-01
 0.8236563  3.7205  1.0948  3.0929  2.243 -0.020  0.675  0.413  0.832  1.407  1.851  1.945  2.033  2.563  5.4470E-01  3.7443E-01  2.5361E-01
 0.8239258  3.7195  1.1306  3.0532  2.156 -0.014  0.679  0.415  0.835  1.413  1.860  1.954  2.042  2.574  5.2300E-01  3.5924E-01  2.4319E-01
 0.8241793  3.7185  1.1665  3.0134  2.068 -0.009  0.682  0.417  0.839  1.419  1.869  1.963  2.051  2.585  4.9910E-01  3.4258E-01  2.3179E-01
 0.8244249  3.7174  1.2016  2.9741  1.983 -0.003  0.686  0.419  0.843  1.426  1.878  1.973  2.060  2.598  4.6370E-01  3.1806E-01  2.1510E-01
 0.8246430  3.7162  1.2369  2.9341  1.898  0.003  0.691  0.422  0.848  1.434  1.889  1.984  2.071  2.611  4.2310E-01  2.9003E-01  1.9606E-01
 0.8248480  3.7150  1.2720  2.8943  1.814  0.010  0.695  0.425  0.854  1.441  1.899  1.996  2.081  2.624  4.0010E-01  2.7410E-01  1.8521E-01
 0.8250431  3.7138  1.3073  2.8543  1.729  0.016  0.699  0.428  0.860  1.449  1.910  2.007  2.092  2.637  3.7440E-01  2.5635E-01  1.7315E-01
 0.8252224  3.7127  1.3425  2.8148  1.644  0.022  0.703  0.431  0.865  1.456  1.920  2.017  2.101  2.649  3.4760E-01  2.3788E-01  1.6062E-01
 0.8253907  3.7115  1.3777  2.7749  1.560  0.028  0.707  0.434  0.871  1.463  1.930  2.029  2.112  2.662  3.2700E-01  2.2368E-01  1.5098E-01
 0.8255494  3.7103  1.4130  2.7349  1.476  0.035  0.711  0.438  0.877  1.471  1.941  2.040  2.122  2.676  3.0640E-01  2.0949E-01  1.4136E-01
 0.8256971  3.7091  1.4482  2.6949  1.392  0.042  0.715  0.441  0.883  1.479  1.952  2.051  2.132  2.688  2.8260E-01  1.9314E-01  1.3028E-01
 0.8258320  3.7078  1.4831  2.6549  1.309  0.049  0.719  0.445  0.890  1.487  1.963  2.063  2.143  2.702  2.6160E-01  1.7872E-01  1.2052E-01
 0.8259587  3.7065  1.5177  2.6152  1.227  0.056  0.724  0.448  0.897  1.495  1.974  2.075  2.154  2.716  2.4540E-01  1.6759E-01  1.1299E-01
 0.8260774  3.7051  1.5522  2.5751  1.145  0.064  0.729  0.452  0.904  1.504  1.986  2.088  2.166  2.731  2.2950E-01  1.5668E-01  1.0561E-01
 0.8261882  3.7037  1.5867  2.5351  1.063  0.072  0.734  0.456  0.911  1.512  1.998  2.100  2.178  2.745  2.1290E-01  1.4530E-01  9.7917E-02
 0.8262903  3.7023  1.6207  2.4956  0.982  0.080  0.740  0.460  0.917  1.521  2.010  2.113  2.189  2.760  1.9770E-01  1.3489E-01  9.0881E-02
 0.8263859  3.7007  1.6546  2.4553  0.902  0.090  0.746  0.464  0.924  1.530  2.023  2.126  2.203  2.776  1.8620E-01  1.2700E-01  8.5555E-02
 0.8264765  3.6993  1.6888  2.4156  0.820  0.100  0.753  0.467  0.930  1.538  2.034  2.138  2.214  2.790  1.7280E-01  1.1783E-01  7.9363E-02
 0.8265587  3.6977  1.7227  2.3753  0.739  0.111  0.760  0.471  0.936  1.547  2.046  2.151  2.227  2.805  1.6060E-01  1.0949E-01  7.3730E-02
 0.8266371  3.6963  1.7567  2.3357  0.658  0.122  0.767  0.474  0.941  1.555  2.057  2.162  2.238  2.818  1.9670E-01  1.3407E-01  9.0264E-02
 0.8267554  3.6937  1.8130  2.2691  0.522  0.143  0.781  0.479  0.950  1.568  2.075  2.181  2.259  2.841  2.4230E-01  1.6510E-01  1.1113E-01
 0.8268794  3.6911  1.8692  2.2026  0.387  0.166  0.796  0.484  0.959  1.581  2.093  2.200  2.279  2.863  2.4630E-01  1.6776E-01  1.1290E-01
 0.8270017  3.6885  1.9254  2.1360  0.252  0.192  0.812  0.490  0.967  1.594  2.110  2.219  2.299  2.885  3.2140E-01  2.1883E-01  1.4722E-01
 0.8272008  3.6860  1.9821  2.0694  0.115  0.218  0.828  0.494  0.975  1.607  2.127  2.237  2.318  2.906  3.0840E-01  2.0988E-01  1.4116E-01
 0.8273101  3.6833  2.0377  2.0031 -0.018  0.247  0.845  0.500  0.983  1.621  2.146  2.257  2.340  2.930  1.9110E-01  1.3001E-01  8.7417E-02
 0.8273919  3.6803  2.0921  1.9367 -0.147  0.279  0.865  0.506  0.994  1.637  2.168  2.280  2.366  2.957  1.4770E-01  1.0046E-01  6.7536E-02
 0.8274578  3.6773  2.1462  1.8707 -0.273  0.312  0.885  0.513  1.005  1.656  2.192  2.306  2.393  2.987  1.2240E-01  8.3234E-02  5.5949E-02
 0.8275143  3.6741  2.1996  1.8045 -0.396  0.347  0.906  0.521  1.018  1.678  2.220  2.336  2.425  3.021  1.0750E-01  7.3090E-02  4.9125E-02
 0.8275653  3.6709  2.2525  1.7388 -0.515  0.385  0.927  0.528  1.032  1.701  2.251  2.368  2.458  3.057  9.6600E-02  6.5669E-02  4.4133E-02
 0.8276109  3.6676  2.3051  1.6730 -0.632  0.426  0.950  0.537  1.047  1.727  2.285  2.402  2.495  3.097  8.7500E-02  5.9475E-02  3.9967E-02
 0.8276528  3.6644  2.3575  1.6079 -0.748  0.468  0.973  0.545  1.062  1.754  2.320  2.438  2.533  3.137  7.9300E-02  5.3895E-02  3.6214E-02
 0.8276902  3.6611  2.4100  1.5422 -0.861  0.513  0.997  0.555  1.079  1.784  2.358  2.477  2.574  3.180  7.1500E-02  4.8589E-02  3.2646E-02
 0.8277243  3.6577  2.4621  1.4765 -0.972  0.558  1.023  0.566  1.097  1.815  2.398  2.519  2.617  3.227  6.5900E-02  4.4779E-02  3.0084E-02
 0.8277561  3.6543  2.5140  1.4110 -1.081  0.604  1.049  0.577  1.118  1.848  2.440  2.562  2.662  3.275  5.9800E-02  4.0630E-02  2.7295E-02
 0.8277841  3.6508  2.5649  1.3461 -1.185  0.650  1.076  0.591  1.142  1.882  2.483  2.608  2.710  3.327  5.3900E-02  3.6619E-02  2.4599E-02
 0.8278100  3.6473  2.6157  1.2814 -1.286  0.696  1.104  0.607  1.169  1.918  2.528  2.656  2.760  3.382  4.9000E-02  3.3287E-02  2.2360E-02
 0.8278331  3.6437  2.6664  1.2163 -1.384  0.745  1.133  0.626  1.201  1.956  2.575  2.707  2.814  3.442  4.5000E-02  3.0568E-02  2.0532E-02
 0.8278550  3.6401  2.7167  1.1516 -1.479  0.796  1.163  0.647  1.235  1.996  2.624  2.761  2.870  3.505  4.0400E-02  2.7442E-02  1.8431E-02
 0.8278735  3.6364  2.7664  1.0871 -1.569  0.847  1.194  0.668  1.272  2.040  2.677  2.819  2.929  3.572  3.7000E-02  2.5131E-02  1.6879E-02
 0.8278920  3.6327  2.8161  1.0226 -1.657  0.899  1.225  0.689  1.309  2.085  2.732  2.878  2.991  3.640  3.4800E-02  2.3635E-02  1.5874E-02
 0.8279083  3.6290  2.8658  0.9581 -1.744  0.951  1.256  0.709  1.345  2.132  2.790  2.940  3.054  3.711  3.0800E-02  2.0918E-02  1.4048E-02
 0.8279228  3.6253  2.9155  0.8936 -1.830  1.004  1.287  0.726  1.379  2.181  2.850  3.003  3.119  3.782  2.9100E-02  1.9762E-02  1.3272E-02
 0.8279374  3.6216  2.9652  0.8291 -1.914  1.056  1.317  0.742  1.410  2.232  2.912  3.067  3.186  3.855  2.8700E-02  1.9490E-02  1.3088E-02
 0.8279515  3.6179  3.0148  0.7647 -1.997  1.109  1.347  0.758  1.442  2.286  2.977  3.134  3.255  3.930  2.4800E-02  1.6841E-02  1.1309E-02
 0.8279622  3.6142  3.0641  0.7006 -2.076  1.163  1.378  0.774  1.474  2.342  3.044  3.203  3.327  4.008  2.1500E-02  1.4599E-02  9.8037E-03
 0.8279730  3.6104  3.1135  0.6360 -2.152  1.217  1.410  0.790  1.509  2.402  3.117  3.278  3.404  4.093  2.1500E-02  1.4599E-02  9.8032E-03
 0.8279837  3.6067  3.1628  0.5719 -2.224  1.270  1.442  0.808  1.546  2.465  3.191  3.355  3.484  4.180  2.1500E-02  1.4598E-02  9.8027E-03
 0.8279945  3.6029  3.2122  0.5074 -2.291  1.324  1.477  0.829  1.589  2.533  3.272  3.440  3.571  4.276  2.9100E-02  1.9758E-02  1.3267E-02
 0.8280128  3.5992  3.2619  0.4429 -2.354  1.377  1.512  0.854  1.639  2.604  3.355  3.528  3.662  4.376  4.4700E-02  3.0348E-02  2.0377E-02
 0.8280392  3.5956  3.3121  0.3783 -2.415  1.432  1.548  0.883  1.694  2.676  3.440  3.618  3.756  4.481  2.6400E-02  1.7923E-02  1.2034E-02
